name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_A,Quali_time_B
Hunt Emma,USA,1,6.57 (PaR),IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,6.572,6.666
KALUCKA Natalia,POL,2,6.93,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,7.137,6.93
KALUCKA Aleksandra,POL,3,6.94,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,7.208,6.943
DENG LIJUAN,CHN,4,7.08,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,7.155,7.084
ZHANG MENGLI,CHN,5,7.41,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,DNF,7.419
Kelly Piper,USA,6,7.47,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,7.829,7.47
XIE GUIZHEN,CHN,7,7.48,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,7.482,7.902
Curcio Sophia,USA,8,7.51,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,7.519,7.659
YANG MI,CHN,9,7.71,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,7.712,8.457
FAN JINGYUE,CHN,10,7.81,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,7.989,7.816
Bone Kaitlyn,USA,11,8.04,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,8.046,9.072
HAYASHI Karin,JPN,12,8.18,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,8.187,8.807
KANETANI Haruka,JPN,13,8.38,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,8.388,9.971
Runnels Liberty,USA,14,8.40,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,8.869,8.402
ROTHFORK Isis,USA,15,8.44,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,8.445,10.433
Gebert Abby,NZL,16,9.02,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,9.281,9.029
Crowley Grace,AUS,17,9.37,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,9.378,12.598
KORDEWICK Kailer,USA,18,9.58,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,10.296,9.582
WILLIAMS Sydney,USA,19,9.60,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,9.603,10.318
Rangi Jorja,NZL,20,9.61,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,9.611,9.631
Macias Ferreira Valeria,MEX,21,9.64,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,9.818,9.649
OATES Tegwen,RSA,22,10.77 (AfR),IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,11.068,10.779
FERNÁNDEZ GUTIERREZ Arantza,MEX,23,10.92,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,12.833,10.922
XIE YUFANG,CHN,24,FALSE START,IFSC World Cup Salt Lake City 2024,1355,2024,Salt Lake CIty,Speed,Women,Qualification,2024-05-03,/api/v1/category_rounds/8511/results,/api/v1/events/1355/result/6,DNS,7.895
