name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
ANRAKU Sorato,JPN,1,99.6,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,1,1,2,2,2,2,3,3
NARASAKI Tomoa,JPN,2,84.9,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,1,1,1,1,1,1,X,2
SCHALCK Mejdi,FRA,3,83.9,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,5,5,3,2,2,2,X,5
POSCH Jan-Luca,AUT,4,68.5,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,X,4,8,5,3,3,X,4
PEHARC Anze,SLO,5,59.4,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,4,1,X,X,3,2,X,2
AMAGASA Sohta,JPN,6,59.2,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,X,X,2,1,4,3,X,5
FUJIWAKI Yuji,JPN,7,58.9,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,6,4,2,2,X,6,X,X
JENFT Paul,FRA,8,54.9,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,X,1,X,1,1,1,X,2
NARASAKI Meichi,JPN,9,54.1,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,1,1,X,7,X,3,X,2
LEMAIRE Adrien,FRA,10,44.4,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,1,1,X,5,X,3,X,X
WIMMER Julian,AUT,11,44.4,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,4,4,X,2,X,3,X,X
CHON Jongwon,KOR,12,34.8,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,X,X,X,2,2,1,X,X
COLLIN Nicolas,BEL,13,34.7,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,X,2,X,X,3,1,X,X
LEMAGNER Thomas,FRA,14,34.3,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,X,X,X,3,6,4,X,X
VAN DUYSEN Hannes,BEL,15,29.7,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,X,X,X,3,X,2,X,1
ARRIAGADA KRÜGER Elias,GER,16,29.5,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,X,X,X,4,X,1,X,3
SARTIRANA Nicolò,ITA,17,19.9,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,X,1,X,2,X,X,X,X
CLÉMENCE Julien,SUI,18,19.8,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,X,1,X,X,X,3,X,X
FIDEL Ido,ISR,19,19.8,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,X,2,X,2,X,X,X,X
VON FREIER Lasse,GER,20,19.7,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,X,4,X,1,X,X,X,X
TRANDAFIR Lucas,GER,21,19.7,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,X,3,X,2,X,X,X,X
SUGIMOTO Rei,JPN,22,19.6,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,X,X,X,3,X,3,X,X
WÜRTHNER Tim,GER,23,9.8,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,X,X,X,3,X,X,X,X
KLEESATTEL Max,GER,24,9.6,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,X,5,X,X,X,X,X,X
FAVOT Leo,FRA,25,0,IFSC World Cup Curitiba 2025,1408,2025,"Curitiba, BRA",Boulder,Men,Semi-final,2025-05-16,/api/v1/category_rounds/9987/results,/api/v1/events/1408/result/3,X,X,X,X,X,X,X,X
